RegionName,State,StateCodeFIPS,MunicipalCodeFIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Lewis County,MO,29,111,,,,,,,,,,,,,,,,,105871.8139,108386.3919,111668.3486,120871.3215,129220.1544,139039.9725,163633.2754,153317.1851,157984.2146
Jackson County,MN,27,63,,,,,,,,,,,,,,,89598.11227,94628.38798,111139.3303,118454.6545,121800.7647,128404.678,134914.7013,146984.2774,161938.6872,181651.9144,187394.9358
Pulaski County,GA,13,235,67404.79,73528.63303,77895.24123,79669.85092,82826.26101,86017.32867,88825.90,92670.82549,93736.17534,91953.40193,85569.99467,82834.53498,77584.13682,78705.83741,79511.14877,79821.22695,83785.42031,83089.95803,86051.31,94173.43223,98795.21137,110931.2229,129571.2167,145246.8295,153770.2924
Duval County,TX,48,131,,,,,,,,,,,,,,,,,,,,,,,,86237.99671,72894.39368
Marshall County,KS,20,117,,,,,,,,,,,,,,,,,,74649.27606,77052.33018,78738.8949,85764.84667,98466.28243,113623.7555,124290.29,127752.6323
Sabine County,TX,48,403,,,,,,,,,,,,,,,,,,126965.8872,124375.0145,141703.5422,149482.2616,165742.5761,190689.2788,184025.2438,176763.5733
Calhoun County,IA,19,25,,,,,,,,,,,64187.61333,67353.92,68848.48135,74656.59608,75027.62455,78035.58528,83998.44328,84995.1935,89643.53066,92631.82994,95503.93876,106215.4973,121655.0927,129274.2561,134287.1635
West Carroll Parish,LA,22,123,,,,,,,,,,,,,87650.98,102369.5183,103178.8532,98942.56516,110995.7252,113865.5381,114469.2334,110151.3319,120475.9019,124702.3966,127481.1338,127592.6323,117420.9713
Tunica County,MS,28,143,,,,,,,,,,,,,,,,,,92876.55094,87541.80784,90594.12392,97569.14274,102100.0918,124827.4516,116795.3652,111788.9143
Montgomery County,MS,28,97,,,,,,,,,,,,,,,,,,83948.78783,84237.06018,85479.25892,87356.11947,99677.86079,122195.4975,120045.2365,99492.94
Yuma County,CO,8,125,,,,,,,,,,,107245.12,109841.9,116933.7645,121604.0384,126696.4183,136577.8307,144459.5969,155129.32,161580.1306,169272.3139,182959.0517,205755.8669,231648.6309,239857.4803,252337.5921
Webster County,MS,28,155,,,,,,,,,,,,,,,,,,101717.5189,106135.3575,114021.9601,124181.7871,140438.7753,161908.8808,161162.98,154877.2407
Scott County,AR,5,127,67439.14383,69097.35868,72427.44,75000.21049,78353.3774,83765.83121,81913.91697,85757.48,87515.98607,87288.67146,,80123.47892,80868.73,83233.16534,84536.06,86779.783,94192.78076,92444.26301,93705.6267,97703.60306,103163.3385,118915.7901,139793.412,138064.613,131628.197
Grundy County,MO,29,79,,,46448.21,48497.1578,50428.28763,53783.34152,52114.37464,53335.27594,53524.42795,52218.06,49040.33166,46037.44169,46330.04567,48678.63933,43125.26893,49351.82029,52662.92396,55273.21697,53106.86508,57301.8617,59200.11531,68649.33,76564.38463,66112.76637,76132.12916
Zavala County,TX,48,507,,,,,,,,,,,,,,,,63657.17946,69141.37354,71063.55364,69346.12371,70588.84319,70476.54466,73648.12631,85578.41292,89684.20398,82870.73816
Runnels County,TX,48,399,,,,,,,,,,,,,73621.03,73465.86363,75430.75372,78774.82074,86552.17517,84330.99,85212.88877,94172.11715,101563.6183,112166.0592,126095.6879,113921.1356,112452.5644
Martin County,IN,18,101,,,,,,,,,,,,,83255.28857,86120.64633,85718.16522,85713.74424,90110.46793,91489.19,97095.22,104276.4873,112982.2056,131380.15,156165.9389,164336.6147,178232.2063
Lanier County,GA,13,173,75656.37593,88010.08949,91654.66831,95433.47977,97167.42693,104528.7442,111882.0459,120984.1716,122950.6987,118702.6351,102359.837,96895.78891,95670.39262,98628.76961,101412.0321,99776.49138,104257.6622,106379.6318,107806.3461,111837.2866,120002.85,133241.745,157979.8143,176472.1319,184757.3233
Parmer County,TX,48,369,,,,,,,,,,,93493.79072,93098.28793,93096.25,95860.17684,98408.47863,94402.18641,100935.89,102801.9495,102612.1829,104217.6464,113770.75,126294.6869,144970.0643,138871.1327,131920.3132
Switzerland County,IN,18,155,,,,,,,,,,,,,,,119484.8306,117669.6952,121345.5494,120753.5101,126129.7039,133635.9384,138643.4298,161159.115,185695.1838,198889.1574,213724.2429
Emery County,UT,49,15,,,,,,,,,,,,,,,,,,,,,,,,,258013.888
Sac County,IA,19,161,,,,,,,,,,,,74289.0826,75282.96723,80689.26914,84517.08287,89196.03157,94236.2509,95209.10,96939.09785,99651.14133,107462.8823,121997.3729,139479.8526,153287.2495,156226.4995
Swift County,MN,27,151,,,,,,,,,,,,,81886.27794,86316.10416,95175.95178,98319.45564,104881.16,105117.4965,112898.9248,116945.0902,123660.8323,132699.5638,150019.428,160439.5873,163821.7013
McLean County,ND,38,55,,,,,,,,,,,,101823.7099,105136.2069,123395.8017,150494.3119,161873.9066,170951.6939,162672.2405,160915.5511,159758.9008,163793.0525,171927.7089,180867.7731,186421.3879,187889.5604
Marion County,TX,48,315,,,,,,,,,,,116637.8843,115428.4239,115269.5603,116495.5668,118458.8864,127803.13,123804.5812,119025.8503,115983.9016,129913.2092,123324.1134,132732.7871,144216.6042,146109.2347,138881.1435
Clarke County,IA,19,39,,,,,,,,,,,84302.17278,84622.37409,81133.56,82992.94075,88536.03027,94425.53689,102414.3208,101403.6931,107068.148,114580.4606,121670.1491,136133.2644,150371.3718,164105.5047,169888.8586
Rock County,MN,27,133,,,,,,129756.2663,134935.6366,134913.0857,130680.6469,127197.6166,120461.4131,120781.8222,124294.5046,133969.138,133843.7774,136356.3097,144271.698,152034.26,164886.5165,175978.1881,183857.8575,197061.9861,222241.4825,231989.0976,241577.6834
Mountrail County,ND,38,61,,,,,,,,,,,,,,,,,,,,161428.9325,162313.9878,173335.6448,196131.7591,206474.8021,190149.6526
Caldwell Parish,LA,22,21,,,,,,,,83975.24032,87395.36723,89950.05,85464.90611,83533.93621,84580.67794,94731.47274,104725.8271,108388.9736,113762.2161,113234.4873,113455.5149,106404.3104,116850.5617,116644.4425,124270.8511,119010.3472,108861.5991
Stevens County,MN,27,149,,,,,,,,,,,,,,,123782.6666,127275.6842,141390.5397,156395.6573,153475.3804,158709.801,162841.2164,177040.8447,182103.891,190559.7388,185286.6911
Cumberland County,VA,51,49,,,,,,,,,,,,,127125.1631,132486.5116,141855.9433,130404.1052,141077.2498,149037.9911,154874.3232,162655.4019,164616.8076,190109.8129,222527.3406,239494.0527,250663.0004
Linn County,KS,20,107,,,,,,,,,,,,,42659.69153,44476.50168,51504.54422,64869.31174,72228.46,83818.42413,92352.97343,98908.61099,105599.2,123794.4333,139428.7561,144022.1921,143301.0014
Valdez Cordova Borough,AK,2,261,,,,,,,,,,,,,,,,,,269265.2805,277960.6666,289575.7038,307018.886,325266.7175,366131.0188,344678.1715,321219.1799
Wilkes County,GA,13,317,58472.52069,61786.65874,65066.75736,69074.51547,71207.43169,74134.52158,78833.67577,82545.07925,83556.62,79827.00334,75115.57002,72483.70573,68359.72,67731.16973,67824.70137,68216.23,70997.62147,72953.14133,75124.72339,78131.45072,81247.88561,95227.13098,111394.4303,128774.2335,134012.8974
Grand County,UT,49,19,,,,,,,,,,,,,219704.0045,226998.1125,235509.0272,255088.3962,276282.0926,297629.7654,325428.2308,362561.8457,387708.7226,454055.8924,568111.1102,600440.5123,600090.916
Humboldt County,IA,19,91,,,,,,,,,,,85612.50409,86341.80529,85138.09493,92961.26,98787.73847,95196.53692,105041.3233,103081.1764,107956.5284,116921.7987,126914.1357,140988.8442,149984.7949,157595.1376,158629.5904
Yellow Medicine County,MN,27,173,,,,,,,,,,,,,77521.11562,83223.17364,92568.79734,95953.53574,101830.6325,106230.4306,111765.4429,111122.8945,118835.7415,127087.8303,153383.499,156254.9023,153225.0937
Irwin County,GA,13,155,45849.67,49003.74832,53017.8852,53430.96068,55261.01948,58033.69848,61471.63112,65175.99209,65480.38293,65111.75655,60678.88242,62930.69756,60732.22603,63253.31376,63335.85329,63429.25596,68167.30,72143.46058,73282.85049,76731.62064,80060.09686,93236.30486,106076.6346,112857.7662,117433.5218
Iron County,MO,29,93,,,,,,,,,,,,,,,,,,81605.11189,82197.60569,86329.2093,88871.81737,106743.0588,127006.665,138596.9125,135377.1326
Wayne County,NE,31,179,76115.17851,79401.42,82919.15135,85854.94254,88641.20066,,94542.49808,96347.02925,97436.07893,98071.67875,98501.19081,107620.94,111539.4133,120459.37,124433.7028,128065.5991,131882.7021,137719.1874,143973.02,147662.3177,161146.7535,171897.0034,195935.6186,210559.9535,217561.8037
McCormick County,SC,45,65,,,,,,,,,,,,,,,,,,198983.3377,203154.0164,214005.3981,220766.9975,244878.0667,303133.8752,326297.82,339446.8218
Cheyenne County,NE,31,33,,,,,,,,,,,,,,,,,,113656.9727,110161.6277,94982.94917,99639.42529,109049.5694,124177.9495,144072.6885,149059.9974
Latimer County,OK,40,77,59226.35052,61413.51044,63327.62208,63963.46142,67127.0699,69187.3451,74768.04635,77514.64612,81060.36094,79883.68,76865.86706,70954.19,71768.94,75616.6363,76856.4297,76908.19,82010.32,89881.74276,87447.27918,88318.31183,95901.08806,108550.9767,126704.9712,127166.0605,125304.6387
Greenlee County,AZ,4,11,,,,,,,,,,,,,,,,,,,,,,135349.14,150973.443,151473.0297,142451.0002
Chattahoochee County,GA,13,53,,,,,,81954.06817,84749.04524,87591.25,90776.12104,83323.36961,80221.66572,80222.40482,80138.90503,76916.25877,84111.32235,84720.93793,85880.42341,90464.16065,89780.25403,95963.27471,95521.39273,109082.2343,117775.8755,107422.6621,111529.7285
Brown County,KS,20,13,,,,,,,,,,,,,60319.25687,61421.96352,63180.84123,64750.62959,70395.31755,68919.84848,70754.26636,72651.91112,78167.63646,93045.56383,106506.1926,118679.9163,124606.9201
Jones County,NC,37,103,,,,,,,,,,,59524.58019,57945.11564,56735.45976,57275.1617,50673.38458,51720.12254,54418.80461,57916.21267,60845.96356,62506.27251,59822.15827,75181.59578,84101.84195,96532.21999,95630.54396
Benewah County,ID,16,9,,,,,,,,,,,147313.5263,142759.845,127116.2792,138515.6153,140478.4368,142638.9662,151916.2464,160872.3957,173619.93,189097.5434,207690.3884,249193.6454,328934.2466,336319.6464,325600.1986
Brewster County,TX,48,43,,,,,,,,,,,139742.209,137041.1066,136229.4965,138221.9862,142740.8518,155610.1399,165449.6178,165655.0619,167627.8541,175826.0522,182674.2929,202001.9471,234895.3078,242167.6386,223085.0781
Nowata County,OK,40,105,61043.64,62560.51829,64360.90817,67795.47863,69467.10182,72026.37433,75766.67509,77510.09,78936.60198,78974.29096,82209.73,77061.18095,75182.68285,78435.24634,79264.83279,79773.3203,83884.79574,88213.02,86618.13505,92816.85,98459.08313,109778.5756,129285.7401,138133.3435,139005.6297
Rice County,KS,20,159,,,,,,,,,,,,,,,,,,63250.77976,64354.89552,66010.8938,70004.44233,76783.98441,87139.31992,90084.45369,97854.75
Howard County,IA,19,89,,,,,,,,,,,,82071.19382,87439.70872,90910.1255,94456.82076,94947.93018,105038.882,101000.5852,105365.186,114021.0659,117931.9429,129955.2363,150683.3449,165079.6272,171683.7191
Emmet County,IA,19,63,,,,,,,,,,,67574.01286,68069.40568,69081.66938,78774.39276,81042.15368,79261.5032,87531.04581,91861.81,92878.59161,93472.03779,100243.1604,110168.828,114751.181,121070.828,119238.6878
Clear Creek County,CO,8,19,,,,,,,,,,,227371.6946,212399.5368,209623.6968,223055.4195,241129.63,258536.3928,289368.93,314556.104,341237.8925,379029.6527,402378.0079,459243.1561,533827.431,578862.9375,578571.9936
Beaverhead County,MT,30,1,,,,,,,,,,,146849.9625,146607.8501,147935.344,154358.5592,163693.7922,171933.791,186440.5038,187831.9032,200688.9932,217639.5881,233353.7359,257905.9395,327131.5301,348172.3576,358108.4934
Deer Lodge County,MT,30,23,,,,,,,,,,,,,,88271.03717,88901.86149,93626.66795,103032.1093,108043.9055,116787.189,125944.9053,139058.3801,157924.695,211945.9432,241053.9636,260274.8754
Hamilton County,NE,31,81,,,,,,118016.004,108519.9103,111255.3204,112483.99,118406.8347,117557.7271,118151.5452,120344.5129,126581.5835,128030.5829,128049.3249,147707.8256,160485.0574,168220.4959,176768.0199,187881.7158,206189.0531,231276.7448,246799.8617,258300.2529
Clinton County,KY,21,53,,,,,,,,,,,,,,,71785.36692,74651.48,76822.91,81299.81317,83113.75,92644.02,94375.71397,106843.4891,123654.8266,137159.09,138584.2446
Pipestone County,MN,27,117,,,,,,,,,,,,,,,,,,121721.84,121382.0813,123409.2836,126229.4272,140673.12,152677.3503,157294.8777,160745.8697
Charles Mix County,SD,46,23,,,,,,,,,,,,,,,,,,130739.0566,138733.2057,142976.4169,148470.6399,165501.0954,193900.97,214231.9676,218732.671
Jasper County,IL,17,79,,,,,,,,,,,,,73512.20123,79929.78704,82257.90847,87188.5383,90626.19888,93892.48534,96209.53545,93365.81327,110395.9495,130596.5464,137881.4509,134954.6947,145364.9179
Johnson County,GA,13,167,,,,,54516.43189,58034.30352,61468.03202,68009.11302,70125.12915,56925.34348,65991.61607,65435.41021,61161.82559,61784.45453,63088.59448,65679.09088,69535.79,70958.16301,75262.12785,77533.74552,83275.42029,95586.7426,103336.4391,106349.5008,113866.6589
Pratt County,KS,20,151,,,,,,,,,,,,,,,,,,80011.0555,77874.82342,78139.32066,80042.38256,84269.05045,96563.14528,106169.0162,108203.6206
Saint Clair County,MO,29,185,,,,,,,,,,,85465.38426,84113.69324,83682.29,85333.45395,85208.74273,88732.53007,92584.74367,96860.92978,100083.7172,103535.3599,111565.8587,128484.9434,158018.1235,173356.9466,178464.4865
Kemper County,MS,28,69,,,,,,,,,,,,,,,,,,91828.91411,90613.45,92148.03611,91845.57958,103268.2149,125127.7307,123177.1468,123301.8698
White Pine County,NV,32,33,,,,,,,,,,,108853.1612,98074.29529,92166.97868,97941.80399,105551.7073,112136.7236,111746.6956,112819.7943,116937.7918,122438.1846,133871.2118,153082.2396,173014.0931,177312.9692,178457.9582
Forest County,WI,55,41,,,,,,,,,,,,,111100.9761,118140.6229,122764.821,124153.0053,128312.4533,128134.5997,135259.9273,143082.3937,149933.7858,164596.0638,184682.1118,194271.3748,198029.699
McLean County,KY,21,149,,,,,,,,,,,,59258.61916,59521.338,58738.55347,60251.12486,66811.41134,70943.10,68284.39115,77349.30666,89623.21572,91708.02128,106324.3795,112645.3587,122889.4261,123947.4364
Somervell County,TX,48,425,,,,,,,,,,,192283.2394,186302.4914,185140.3698,187423.8861,195892.8647,202837.6985,211096.0898,217553.9046,235086.8115,246917.1027,256595.0816,288406.2333,344535.9673,385370.7071,384312.0008
Montmorency County,MI,26,119,64144.24532,63410.43,65718.6627,72984.68224,76292.13,78079.49059,83930.56131,84050.4016,77730.14025,71387.00566,63328.53122,61245.07253,60876.14,76094.44643,78732.75086,85285.05439,93142.33155,93677.21491,105384.4682,118466.0705,122802.512,137370.4741,150691.3019,158668.6367,155379.6328
Stephens County,TX,48,429,,,,,,,,,,,108106.1672,107027.3326,108199.4076,109217.2314,110898.8538,110755.3475,110625.0024,109878.6902,110703.0462,117804.1612,122732.7405,134624.8241,159379.9592,164963.3874,138458.1803
Catahoula Parish,LA,22,25,,,,,,,,,,,,,,,,,,111120.6318,109059.4536,108109.5711,116023.4349,123905.7389,112432.5001,114482.6367,102435.4442
Claiborne County,MS,28,21,,,,,,,,,,,,,,,,,,,,,109466.3808,117719.2468,136353.5008,106309.2753,87801.43
Seminole County,GA,13,253,67968.90,74531.73369,76829.93917,80569.89187,83793.52171,87168.3649,89952.00092,95640.46746,97229.43084,95204.92323,87763.46203,77160.05511,74080.05292,69360.0124,74693.54072,74064.33917,78879.14321,78944.69795,82540.21192,84555.05701,86468.83,97294.47485,113798.0297,116819.8439,126354.826
Terrell County,GA,13,273,54590.34689,56261.28648,60205.21576,62978.66713,63978.99982,65332.36525,68067.03794,71412.00097,71661.469,69842.96688,,56940.27751,53459.16037,52026.89389,55358.21405,54673.8394,56267.38721,55780.2964,57122.85799,62181.92282,65361.37,76792.32601,83702.42,92879.39012,95895.67007
Marshall County,MN,27,89,,,,,,,,,,,,,,,,,,134371.6833,141902.9017,150116.7335,158991.8295,176789.4582,196008.8962,191289.1029,180650.694
Davis County,IA,19,51,,,,,,,,,,,87529.6006,89666.99,91335.52852,99156.79,106771.4412,114648.5583,132868.9326,135611.3113,137122.6263,137275.6117,143543.2278,157419.8238,173727.3847,192810.7351,208201.4892
Hancock County,KY,21,91,,,,,,,,,,,78115.98263,77948.58199,78213.2731,77715.70788,82496.1907,86312.42,90666.65352,97302.79952,108267.1438,116390.2821,122174.083,136982.481,147371.813,163014.7995,169192.0697
Cloud County,KS,20,29,,,,,,,,,,,,,,,,,,62170.59134,60513.77458,62574.9756,65778.06473,75041.5894,85307.67633,89622.79602,93300.24095
Cuming County,NE,31,39,,,,,,,,,,,,98853.52462,101053.4623,101742.0241,104760.893,109538.7848,121181.5905,129034.2891,137100.2581,147321.7614,154973.279,173470.9769,204751.1517,219265.7989,225209.2961
Dawson County,MT,30,21,,,,,,,,,,,,,,,,,,149037.2057,159727.0483,165910.655,157333.5793,172355.527,197051.1685,200941.7853,215911.1958
Crittenden County,KY,21,55,45190.49391,49348.38,49975.57908,52249.77754,56635.88,60349.59654,56795.71495,59930.36963,59818.19792,59546.12474,59431.93265,59651.80762,58961.84414,60884.1847,64619.39537,65466.05145,71853.53544,73218.03871,78327.24628,79212.20853,81901.46181,92921.27277,95003.6867,98674.49016,93000.13882
Palo Alto County,IA,19,147,,,,69954.07673,72970.45846,77917.83581,83660.73524,85550.27585,87382.24974,89813.95388,88352.38626,92358.0504,93205.21734,92017.84042,92992.37641,98666.35696,101450.7513,102936.6896,102890.3165,108603.7265,115200.5903,124618.5641,138242.1326,144538.9002,146816.2552
Livingston County,KY,21,139,,,,,66841.58198,70771.03951,74665.44105,76224.51988,76995.5422,73416.97289,70545.79484,70992.23272,68625.79706,67239.13944,65561.55,65737.43468,71830.42381,77326.02263,80149.35479,84174.11181,87590.69,93882.46,109203.5805,120440.7093,121481.3102
Phelps County,NE,31,137,,,,,,,84378.23205,86078.96594,86677.02866,87655.86,87096.42076,93665.99845,98531.26427,106648.2966,119669.2975,123347.4206,130285.1135,133652.8169,139872.8955,142556.8596,150761.8606,160728.5011,183806.1697,190592.0202,188314.5547
Wilkinson County,GA,13,319,63975.63,69589.34388,71702.41024,72461.85,74112.68,78463.97644,79293.77965,83852.93629,85838.50528,76677.1434,63588.05073,61499.03754,58818.58634,58397.63378,63159.96029,65196.13148,65466.29762,66392.23496,68873.32437,71581.85794,76948.4795,90520.06,106710.7279,104018.4845,108122.5391
Stillwater County,MT,30,95,,,,,,,,,,,,,178431.7974,186546.0235,194634.4231,205372.5759,228428.4882,229708.1684,243752.125,257078.3551,272691.8768,311798.6181,400175.8701,415032.2598,437981.631
Alger County,MI,26,3,,,,,,,,,,,,,,,,150414.3354,154171.14,156401.761,153107.6964,156670.3905,146558.4703,176341.2651,183006.1721,197069.8744,191091.6847
Mitchell County,TX,48,335,,,,,,,,,,,,,,,,,,91556.16356,86672.78275,87264.1097,91941.18663,100051.7471,109322.1803,102991.8775,83929.73326
Richmond County,VA,51,159,,,,,,,,,,,,,129940.7079,136006.8987,138928.4063,142503.3878,144349.515,145087.94,150685.0807,154605.6927,159647.0143,174508.14,190173.1998,214071.6008,220918.0037
Oregon County,MO,29,149,,,,,,,,,,,,,,,,,,96571.75982,98224.87715,104421.2204,114732.3743,124462.9295,139038.5944,153237.2166,153251.1676
Turner County,GA,13,287,55261.02709,60275.74457,62758.068,66976.16147,68297.67119,71411.30877,68382.91793,72218.71961,74572.92463,75104.16568,70096.40,66389.53836,62619.9044,66162.97705,68133.90738,68812.07683,71530.93693,73491.8882,72466.17299,79258.1143,85247.25994,95151.30333,114085.8307,111525.4437,114162.0633
Caldwell County,MO,29,25,,,58828.40361,63103.30573,66673.5527,72107.30931,74254.98725,72900.78,71981.05,70344.03024,67269.17765,66888.9795,65048.34827,64751.49065,69385.18,84789.18215,102154.7123,110025.7158,119277.7107,129570.9796,136921.6841,161298.1051,184680.2967,187998.3526,197666.3809
Wilcox County,GA,13,315,47398.39585,50296.36497,55348.58055,60069.86543,63848.21439,67732.47322,64662.76359,66853.60672,66545.26938,70446.02121,65322.67108,60898.61992,57665.24,60987.2975,66827.94674,67120.69021,69132.11733,69755.37301,72258.27535,76994.4093,78880.62098,91798.36028,108873.2442,108802.9262,114833.3175
Dimmit County,TX,48,127,,,,,,,,,,,,,,,81864.05063,90650.54389,93378.31407,90710.88771,88134.94251,93658.61591,100661.4636,104881.5974,113556.7486,106547.7629,104190.3246
Lee County,AR,5,77,,,,,,,,,,,53266.7175,54387.31942,51497.67122,51831.48226,54098.58,57292.47045,63678.3922,65205.09635,67889.56989,70623.08203,73904.77615,80742.63326,91990.03062,83910.15714,80757.04143
Greene County,IA,19,73,,,,,,,,,,,,,,,,70010.83469,80159.72458,83120.6856,85633.69012,92120.49,98038.15631,106784.8174,125368.8641,140932.8938,145472.9813
Sublette County,WY,56,35,,,,,,,,,,,,,253993.033,272737.0899,280009.0547,289559.3167,300833.7999,298073.7869,297875.8296,292811.5094,281530.076,303567.01,346037.7822,385054.5659,424306.7137
Blaine County,OK,40,11,51299.02627,53435.478,55801.15135,58624.09073,60677.40104,62559.27749,58593.13678,61824.03296,64082.69,65118.51,59227.90749,54291.28634,54765.79465,57503.68391,61096.29824,65386.48059,67403.71786,67978.70984,66195.21007,70214.55,74495.75967,80585.42095,87325.7116,92648.63713,94568.00657
Monona County,IA,19,133,,,,,,,,,,,66613.07298,65227.60742,66178.30429,72022.11986,74267.32931,76740.35316,83027.51447,87806.26601,90698.82329,93633.61135,101419.6483,113443.8109,127345.4166,134706.3914,139911.3803
Woods County,OK,40,151,,,,,,,,,,,,,,,,,80359.76333,79788.23814,81711.46554,82494.90331,86040.22,91550.8639,102936.2425,105557.9518,108168.9124
Modoc County,CA,6,49,,,,,,,,,150407.4118,113954.1005,108736.0109,108883.8571,103909.3962,104398.9957,106640.4633,113554.836,113436.4719,120230.9361,130300.46,135074.848,143649.6879,152688.3968,177122.5895,182986.5456,189013.5685
Clearwater County,ID,16,35,104412.4077,110186.9886,116032.8846,120235.7909,123433.5086,137241.2272,125265.4048,139596.7159,139580.3523,135547.7733,124560.195,115108.9868,116609.0524,122956.4845,126414.7704,131987.086,139247.1144,142738.3845,146941.635,161012.9836,172287.3704,206080.6396,268669.1148,288949.6503,287758.5402
Wilson County,KS,20,205,,,,,,,,,,,,,59668.47838,58341.53517,57752.7813,56253.69804,60371.4469,60899.62218,60462.2243,58915.6096,61731.87261,66799.56,76361.39398,83265.74423,82903.35838
Wilkinson County,MS,28,157,,,,,,,,,,,,,,,,,,99116.73204,103629.4839,102362.0325,107566.3923,117226.8189,131639.5739,118124.6196,106513.3333
Perry County,AL,1,105,,,,,,,,,,,,,,,,,,90775.86,91906.74118,96131.64612,101696.7881,122028.3954,134743.95,127377.7981,120325.7047
Montgomery County,GA,13,209,,,,,91354.16509,96800.89667,104918.7973,113976.5408,118708.168,115164.3082,104769.8153,97688.83997,92581.19595,95067.98661,97011.21804,93648.33472,100417.0603,101892.9533,109681.7731,113414.9296,118161.863,135587.8484,156244.9703,156561.7051,167662.4726
Lyon County,KY,21,143,83362.49,86882.92,91962.12,94099.39849,98423.41014,,80592.16845,82173.22,82641.30855,83861.57923,82713.95725,83464.18332,83372.10158,86061.22195,94775.82425,89609.74041,97031.66928,89432.76397,90773.34385,95259.71361,94924.89837,105679.0709,119699.1772,127804.3479,131592.9432
Gallatin County,KY,21,77,74969.80114,79288.84896,82044.48061,88770.95157,89160.94803,94454.94739,99115.26465,102547.6425,99511.5619,98013.45,95539.03,94465.04,93129.13599,102188.8508,97795.9113,105208.1666,111556.8081,110446.3832,119133.5636,127308.1917,136032.6903,159700.7811,184318.1732,200381.608,205289.1416
Jenkins County,GA,13,165,,,,,,,,,,,,,,,50358.93399,53197.92472,57619.0782,56551.59322,59909.26352,65050.62426,70811.46565,88219.86187,104282.4901,117874.4382,126360.0587
Benton County,IN,18,7,59391.26959,62881.84073,65014.90344,65881.18956,67353.75,69704.19,72008.7958,73477.29383,74010.91,72606.43188,69711.16124,67180.04025,65407.31011,70265.49071,67339.00088,71980.93,77642.11355,84450.34,90606.88696,96673.24023,108680.0822,123967.8134,144774.2743,156083.1403,171264.5702
Ritchie County,WV,54,85,,,,,56144.9349,62478.86179,68934.18963,72746.21,73543.44793,72439.74,67746.70,67164.85246,67367.2291,72776.38128,71610.27793,75976.75356,77127.2184,77981.71211,78941.48963,86432.91621,82197.76534,98892.35935,109375.2916,112417.3945,115817.9064
Quay County,NM,35,37,,,,,,,,,,,,66133.3353,70522.01324,68133.43371,69448.90,68019.76305,64479.2851,65970.21763,63444.84408,65514.19422,72179.44841,77981.44395,87086.90831,89645.72,89667.78427
Ozark County,MO,29,153,,,,,,,,,,,,,,,,,,112482.5746,118607.5501,123999.86,137592.851,151662.9018,185561.4332,201873.054,206350.7191
Hancock County,GA,13,141,,,,,,,,,,,94749.29455,82383.45911,76582.03598,82238.69107,86557.84975,88903.44803,94627.99144,95738.55682,99324.6729,108258.6986,114909.5851,140352.0547,164872.7302,170886.553,179526.9856
Lucas County,IA,19,117,,,,,,,,,,,,,,,,79418.6854,86806.1106,96170.01521,95565.02027,108165.3147,119529.5097,135052.4836,150324.4424,166745.7942,167926.6396
Monroe County,MO,29,137,,,,,,,,,,,,,105776.5549,114033.9412,117669.5613,116367.8488,118248.2481,124421.7805,125959.1479,130668.7593,132089.1409,147213.259,166994.4736,173511.4459,177399.99
Turner County,SD,46,125,,,,,,,,,,,,,,,,,147472.3264,152765.3985,164917.3058,170016.9652,186180.7986,207214.7739,240132.0264,271016.866,274046.69
Archer County,TX,48,9,,,,,,,,,,,120928.9333,119502.7568,119918.6632,120065.3305,122199.984,128508.4204,140262.291,140813.1861,145177.1047,151965.0311,160283.9912,176652.7227,206082.6671,213359.4853,209183.3334
Platte County,WY,56,31,,,,,,,,,,,,,151277.1358,160186.4296,164344.4169,166264.2859,183521.0832,185333.1675,196470.01,200605.9984,214033.75,226435.9049,252618.3037,267344.3581,270989.7399
Carroll County,MO,29,33,,,,,,,,,,,,,,,64153.65244,62603.10781,77954.43424,85847.08429,89174.24,89965.11267,91620.56535,103637.4104,118140.8606,122796.8093,136100.4221
Mathews County,VA,51,115,,,,,,,,,,,243937.6016,229751.8824,224675.7102,250944.02,247463.4506,249230.6682,252505.2196,256576.1989,250515.6808,253555.2959,267005.883,289491.1077,310917.9742,313713.9306,334567.8388
Montgomery County,AR,5,97,73984.41,77188.84582,80424.66,82858.12124,88708.77637,94270.51968,105070.4962,102079.5456,104189.8163,99110.52252,95646.99,93430.87,91405.57189,97286.01165,95028.59841,93269.88633,98939.53312,100311.2722,105395.3541,110800.5643,116562.4815,132529.8183,156992.1178,156774.7157,175584.2464
Clearwater County,MN,27,29,,,,,,,,,,,,,94963.77,106644.732,117099.8186,123599.7851,131316.8188,136028.8966,141750.8446,147618.9298,154259.5037,171717.0944,191157.6707,200128.6843,208026.0024
Sitka Borough,AK,2,220,,,,,,,,,,,,,,,,,,477275.7715,489175.5933,489075.74,521790.3159,553874.5865,608166.81,581688.2113,491907.1411
Kiowa County,OK,40,75,,,,,,,,,,,,,,,,,,41710.11595,41786.56093,43327.36137,43354.0544,50554.25673,59838.08,61642.24328,63365.93618
Trimble County,KY,21,223,,,,,,,,,,,,,94807.61012,102084.7239,108257.4844,110115.2537,120424.7118,122064.7795,125917.478,131716.049,141740.1627,157793.4044,178943.5346,190624.1145,202235.3317
