RegionName,State,StateCodeFIPS,MunicipalCodeFIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Taylor County,FL,12,123,,,,,,119217.8017,144906.5543,150111.2733,135385.60,109977.6086,96791.13,92893.77805,90019.84233,92009.2668,94763.52309,95140.4932,99779.75372,101158.7659,111405.2871,121431.7016,127422.5664,144334.2636,174773.2805,188764.2528,196388.1691
McDuffie County,GA,13,189,73073.07706,76584.31241,79727.61,82126.07376,84425.48976,88036.46546,93216.71,97071.45,98746.83629,95282.20312,87326.92389,83106.71785,77261.81067,84797.62645,89164.97781,90089.96217,95591.83,96794.3014,98151.98268,106347.2729,116261.5681,130228.929,148798.3714,164237.6294,174467.8605
Gage County,NE,31,67,,,,,,,,88131.50,89730.09,91154.03221,91119.345,88485.27421,89476.97211,93193.94901,96131.3727,98175.85767,103455.7402,108505.3603,119494.8109,124201.8853,129040.1754,141754.2648,157823.4627,172714.7126,177592.2487
Stutsman County,ND,38,93,,,,,,,,,,,,,,,,,192798.0371,192850.9317,183152.4014,182198.9468,188979.2914,191919.8885,199635.7429,205499.7886,196465.5109
Hockley County,TX,48,219,,,,,,,,,,,105233.4472,104782.2369,103834.1646,106831.1267,109996.839,110667.3272,117699.6606,119924.3472,121506.8044,130339.4865,139226.9123,145774.9798,156615.0693,154926.1954,155779.2592
Grenada County,MS,28,43,,,,,,,,,,,,,,,,,,89201.34373,88779.9724,90295.90752,100468.1661,109497.4485,127677.0523,117704.0589,119350.3327
Wyoming County,WV,54,109,,,,,,,,,,,,,,,,,,,,,39124.2455,49767.40789,55382.66872,55602.5144,52916.99397
Scott County,VA,51,169,,,,,,,,,,,85967.2816,85033.21,83470.46,86532.79767,83756.84,82563.30578,84183.31667,90393.69343,92695.39246,96449.83581,100603.946,115041.8161,129497.615,142894.7061,160598.5926
Nodaway County,MO,29,147,,,,,,,,,,,,,104955.3289,115848.8887,123064.0038,126843.9268,129637.8107,126358.5243,129175.5276,138524.7276,150545.7257,158644.9597,185575.5056,200491.5085,203371.338
Clark County,AR,5,19,73327.40484,78375.8855,80419.23588,83415.65567,86164.50687,91432.5356,98009.93751,102479.7532,103225.0887,103387.1848,93735.80447,93418.7909,92498.12301,92760.83984,90783.58487,90788.08659,95473.36255,98843.90263,100101.2159,102625.9723,106173.1701,114641.9725,132029.6796,137154.0664,141990.8149
Jersey County,IL,17,83,,,,,,,,,,,,,124464.9893,124020.1049,126143.2366,129548.2442,134605.7989,135015.9634,134915.535,115251.2045,145221.8404,153807.3662,154467.6566,164761.3958,177181.82
Fayette County,IL,17,51,,,,,,,,,,,,,82295.75,92676.79,95933.21127,103003.7146,104272.307,97902.56858,99988.51958,93332.41638,101542.976,111476.0416,121327.4075,127416.0172,131621.4446
Moore County,TX,48,341,,,,,,,,,,,,,87584.10677,111139.8808,118752.3152,119682.9612,118370.9689,128473.8169,141604.8486,156339.2909,149087.9512,159062.6521,170235.8537,172892.4387,166934.9681
Sevier County,UT,49,41,,,,,,,,,,,126283.9697,123054.8333,122892.4256,127491.5237,132862.143,132083.4747,142168.7109,145173.2131,155074.615,172646.635,192113.445,219934.5081,281102.21,303180.6253,309634.2311
Leake County,MS,28,79,,,,,,,,,,,,,101140.4036,98367.65942,101169.9435,105471.4671,112489.4143,118497.4005,116065.9365,118622.9879,116932.0115,131899.2076,147957.1639,140681.2731,137160.7677
Texas County,OK,40,139,,,,,,,,,,,,,,,,,,105880.4679,110683.8716,114047.9594,117515.4639,128188.938,150169.7218,160416.7572,150876.0742
Lampasas County,TX,48,281,,,,,,,,,,,,129880.0596,129898.8895,131441.6547,132655.8606,134718.80,146065.0512,153455.4523,165217.2578,188442.0976,200045.8247,219392.5263,268719.733,302276.3895,294411.2222
Wabasha County,MN,27,157,,,,,,,,,,,150170.5722,155125.8422,153006.0771,157327.5924,164171.9327,164332.2917,173582.6835,180182.0277,192071.4549,203900.0083,213090.5919,229650.4357,260522.0601,276372.94,288425.8736
Gray County,TX,48,179,,,,,,,,,,,64756.43795,64517.73924,65518.19545,68600.7158,71909.46993,73970.22619,77457.96963,71265.32777,67097.29907,67309.70126,73402.91499,75279.22723,82458.2981,78421.78482,84119.87686
Minidoka County,ID,16,67,,,,,,,,,,,129175.7033,120983.2784,114914.1458,122103.0835,122142.64,122124.8984,130590.4923,140855.0841,160261.1068,171219.6828,184204.4795,213961.7017,273661.6102,292836.7128,300664.28
Newton County,MS,28,101,,,,,,,,,,,,,97376.6915,96205.31767,94115.43624,93789.06,103653.5702,105440.2505,103978.3746,107292.3062,110661.4375,124871.0373,151468.7356,141061.2365,139178.744
Logan County,AR,5,83,,,,,,,,,,,,,,,,,,99206.43432,97298.43,103336.5275,105759.1406,118260.5878,140077.2762,137696.1683,144263.1265
Dakota County,NE,31,43,,,,,,,,,,,106462.7339,106237.0695,107804.8692,109374.6671,115298.5479,118485.86,124185.1952,129265.0191,135873.9935,141111.7613,155692.9945,166466.0025,185870.3436,204838.3677,213203.6629
Owen County,IN,18,119,,,,,,,,,,,103777.7486,101799.7919,100386.876,101808.2498,102834.3242,106443.0377,111211.2138,116853.4398,128505.4191,135511.9509,147270.0442,170243.3108,188803.216,201264.8285,215939.2251
Union Parish,LA,22,111,,,,,,,93842.20,101399.0296,102859.043,102024.489,96912.95624,90451.80855,85846.20317,91774.22516,103587.1675,107290.7357,110033.8933,114750.9088,119268.6665,119333.8553,121555.45,134767.3261,136260.7981,143008.769,143948.4463
Madison County,NC,37,115,,,,,,,,,,,190871.2846,181715.2501,174911.1542,180367.7215,190484.2198,188703.4401,208472.6386,224158.3488,236229.6939,234449.4754,244027.1129,283944.3049,332649.45,353648.8677,369666.5059
Llano County,TX,48,299,,,,,,,,,,,218498.9203,216491.9677,220177.0598,225814.6748,240708.31,254832.7334,270175.9523,273538.9583,298058.9648,322809.385,337923.8939,384217.8234,494451.2854,517082.4643,492371.0113
Hubbard County,MN,27,57,99647.84908,110464.1065,123121.8226,134981.9408,147915.896,163199.5058,176449.4014,180358.6259,176850.4248,169817.4397,160236.4245,157191.1295,168181.6509,168622.9377,175068.4622,176539.677,184199.3033,183174.1945,191632.2753,201754.4233,214356.1018,235717.2042,269785.9546,289273.0964,300930.7637
Fairfield County,SC,45,39,,,,,,,,,,,,,127297.6946,120992.5437,120121.3165,121721.2395,117960.0949,125313.7163,126164.5668,122706.5095,137247.014,150328.8415,157286.646,160514.6258,136375.3405
Fillmore County,MN,27,45,101642.9854,111711.6546,121655.8926,130999.3348,140309.9848,151673.7838,156911.361,157908.6362,151690.4631,146298.6105,135975.0199,131465.1817,130266.6804,135633.3018,139400.7212,140427.6141,150859.1333,157549.5566,168543.3497,180373.8406,185514.7992,202364.3331,227270.9675,241689.8926,254223.4947
Gaines County,TX,48,165,,,,,,,,,,,130292.0107,127928.4676,127667.7433,132742.0853,141646.8618,151458.5322,155148.1232,158025.8886,159723.7821,171753.3668,170626.7651,179132.539,194009.1026,193882.798,191920.9501
Shelby County,IL,17,173,,,,,,,,,,,,,85019.57555,88824.41367,91353.23167,95365.62414,97273.19608,98921.59,100682.8012,100380.8337,109731.9505,121557.0505,133962.4125,138108.9747,140622.5257
Perry County,IL,17,145,,,,,,,,,,,82864.85839,81684.64,74788.24156,78687.3478,76655.81479,83915.26882,83438.51889,76085.07332,74930.78303,48237.904,68228.49841,79858.31,78978.84809,87778.88,87972.12
Morgan County,TN,47,129,58046.07817,64290.24512,66664.62989,70114.51943,72494.40036,78680.90068,86685.53,94311.75,97254.99146,96300.76035,92242.92559,90604.81391,87246.12255,89639.55736,91340.88566,94370.46049,101311.7232,103935.5919,110626.4915,117152.5665,130386.3347,146294.9182,168582.6313,177949.4122,194891.8562
Assumption Parish,LA,22,7,,,,,,,,,,,113869.7645,115935.8386,121165.0305,129182.7367,134573.5345,145236.7699,156247.8186,145641.0378,146454.3263,151187.2216,163322.0267,169897.6095,161512.5879,171146.9036,173474.6687
Clinton County,MO,29,49,,,,,,,,,,,,,120490.4857,122431.872,125670.3711,130227.70,131369.4854,146197.0687,158717.5557,165510.6879,175038.5741,199083.3433,225225.189,245921.2796,256784.0688
Jackson County,WI,55,53,,,,,,,,,,,109632.6543,105318.6987,102874.0999,122451.8928,120319.0482,119920.6833,128555.2405,135142.1869,140558.6425,142571.6444,149860.6581,166361.0929,179736.21,185306.1594,193312.8206
Pointe Coupee Parish,LA,22,77,,,,,,,,,,,,,133726.1659,140307.3118,134965.9022,141644.0835,150090.5578,143299.8634,151503.6221,161544.2271,169114.6769,176835.4665,181045.8939,186673.6527,190418.7777
Morgan County,MO,29,141,,,,,,,,,,,,,,,,,,158566.7799,164406.8786,174956.2726,180020.097,236086.4735,268505.7946,279765.5389,263192.42
Bandera County,TX,48,19,,,,,,,,,,,165704.2468,161286.9512,160479.4693,164909.829,170683.6485,176909.7223,188321.9592,200912.8479,214660.39,237174.107,250817.2101,284282.8685,345719.1997,365782.6266,350994.9792
Worth County,GA,13,321,78003.59994,83101.48,87064.31468,90813.08073,93701.16448,98111.90066,103020.3785,107933.3936,109163.8351,106627.679,99920.05641,97803.50002,93077.20019,95904.65,100380.0477,100910.351,101144.0604,95166.71138,98285.83015,101465.705,110516.8208,117837.223,136968.9399,137882.2292,147857.9269
Sullivan County,IN,18,153,,,,,,,,,,,,,88915.3103,90458.498,87525.33353,90901.36497,87394.31972,86452.04197,89443.53508,95855.55663,102825.7856,118561.3199,128254.5129,138291.1647,138276.726
Hutchinson County,TX,48,233,,,,,,,,,,,84310.24,82982.10699,82216.62779,80934.18471,78874.94242,78321.27523,82146.15,86216.04778,83153.57846,87457.03583,88940.72953,94349.67802,104493.2167,100734.0018,96903.33565
Barnwell County,SC,45,11,52945.5276,57086.68991,57214.33257,57642.62272,62548.46192,68260.92727,74862.29956,81885.66449,85513.39879,86983.18551,83751.16451,82636.42,81611.87723,80160.91012,86566.96976,88190.51,94620.71458,99775.7764,101277.7724,104766.1224,111185.4725,123648.1283,136933.8134,137453.9081,131195.7616
Dodge County,MN,27,39,,,,,,,,,,153552.5716,143534.3266,146033.4186,142048.4171,150553.207,159141.7706,160885.9226,168963.33,179981.2834,200238.9302,213892.4264,226209.0507,248005.6825,283577.4272,298115.9855,302992.5864
Carroll County,IA,19,27,82473.73841,85845.4383,89514.48973,92042.34329,95275.08335,99036.62149,93748.85,94883.35298,96470.9279,97657.62583,96343.96919,97416.74543,98157.97306,108836.5566,124287.0902,124443.4029,131091.6109,132876.5554,136511.0905,140017.0508,147256.0342,152573.3315,173279.1058,186547.70,189733.9011
Ogemaw County,MI,26,129,,,,,,,,,,,73278.68863,70645.41429,72376.57548,76979.76763,81601.94694,81653.22,85166.25906,85484.71633,92154.47062,99752.42882,104229.8641,122133.0202,139565.0782,152073.2213,154111.289
Buena Vista County,IA,19,21,72153.10551,75349.19285,78852.33965,80691.37144,83513.16414,,89618.76636,91882.79824,94307.80387,93969.95231,93705.86685,95391.32,95246.37546,97852.90162,104019.0346,108115.3796,110171.2641,114854.948,118681.4793,125958.0405,135553.48,145856.5331,161083.2756,176181.289,185517.1659
Washington County,NE,31,177,,,,,,,,183639.7905,185019.2206,184789.3732,182354.106,177538.426,177032.1335,180502.4435,187481.4457,191718.6823,204367.0171,212930.7888,223925.1008,240135.3834,263343.8815,289206.9552,323415.3202,352583.1026,363084.3537
Conway County,AR,5,29,72737.10879,77345.38893,81106.11548,84443.55912,87758.6338,94105.4564,98574.18799,103597.7842,105241.6555,102299.0479,95462.87739,97828.17946,98224.44,101787.1452,99309.96365,100770.5277,99665.73009,102204.8273,110275.6645,115326.7863,116423.7775,125787.7905,145174.5134,143683.1754,154037.0049
Jones County,IA,19,105,,,,,,,,,,,,135301.5516,136746.1779,142320.9152,148929.0408,157348.8139,155803.859,150403.1656,150422.319,148863.5711,161454.0184,177165.1607,191725.3904,207102.1898,214144.7702
Meriwether County,GA,13,199,45101.70548,48248.01256,52757.73149,55525.95,57985.21192,61649.28,66069.14548,68475.1301,69525.43499,67058.32,63669.57,63587.92013,58731.88457,65442.10711,78046.79249,84907.93659,91288.39053,91645.26266,99410.73177,106832.4267,109311.8401,128435.8998,151346.262,167122.1377,178929.3609
Lincoln County,WV,54,43,,,,,,,,,,,,,,,,,,85634.81286,80533.24,81873.86245,80460.36221,95480.68,100968.3226,108075.8868,108943.9661
Buchanan County,VA,51,27,,,,,,,,,,,,,,,63641.90032,62466.67121,62745.72699,63053.74989,61520.52967,63343.78638,65312.55327,75579.0319,74226.15572,76321.00481,80065.38332
Saint James Parish,LA,22,93,,,,,,,,,,,,,131456.9267,136028.205,140646.6837,141772.2378,155160.0944,159829.4659,162551.7627,166387.3371,161822.3925,177239.5943,186617.8721,199131.8182,185121.3611
Allen County,KY,21,3,59450.81843,61731.38468,63950.70845,65051.18127,66974.82901,69954.56041,72612.59531,74884.05449,75300.44372,75021.25383,75332.93169,75307.46767,76001.7525,78260.08059,81304.46065,82878.62267,86570.91903,94718.9582,103608.8332,111274.4439,117982.5396,133444.6327,152024.4821,164136.4001,171519.8555
Buchanan County,IA,19,19,,,,,,,,,,,115973.6399,113811.4382,115992.8633,116995.0513,124570.1733,126757.972,131571.8281,133345.9056,135158.8201,138951.435,147627.8247,158927.6475,177390.4627,195382.289,197477.7329
Woodward County,OK,40,153,64468.17326,66782.95138,69748.31,72565.44799,76024.7025,80037.20285,84326.29429,89440.31168,93364.77058,88591.95187,91561.40714,86593.74014,87725.8745,95772.1092,103426.7144,108981.3035,110108.6305,105914.0982,103120.7345,107965.1518,109869.919,113366.4628,116945.7546,122719.4167,123857.593
Jay County,IN,18,75,,,,,,,,,,,,,58197.40233,58977.30892,60572.10277,70273.85985,76808.57314,80404.85,85555.036,88310.88983,93698.58287,107847.9854,123097.943,133133.6205,140042.4721
Colorado County,TX,48,89,,,,,,,,,,,132857.6745,129126.6171,127790.828,130891.7071,139875.6827,150744.7345,164268.7519,162892.3589,176093.2245,184770.744,195309.0683,216469.936,250842.3869,240623.22,240678.7949
Kewaunee County,WI,55,61,,,,,,,,,154064.3037,149608.6313,143450.8931,140981.7574,140334.2859,143110.3736,142075.5037,140825.28,145369.5528,152845.5123,165153.0216,179668.1521,194541.1016,214380.64,240095.812,261763.5052,272988.1912
Yell County,AR,5,149,,,,,,,,,,,,,,,,92998.73,101147.5301,107426.2167,106988.6679,109857.4269,107738.2855,121910.1148,142390.3773,144922.9386,142857.7806
Crisp County,GA,13,81,64391.61973,67295.98547,69310.06762,72217.25708,74804.24,78073.92608,82838.4965,86742.26253,88587.19154,86258.32353,79770.05491,76031.41412,71759.28008,71190.94267,73228.27141,72509.79008,76939.56,76373.94324,78256.32223,81707.97505,85371.37969,96411.95855,109207.9123,120264.9302,124380.4251
Greene County,NC,37,79,,,,,,,,,,,,,82714.05,87218.30305,84176.37078,93643.6749,98800.91644,102051.0931,102669.0413,108398.0515,113702.7172,132111.80,145991.1342,164640.9243,167934.0321
Uinta County,WY,56,41,,,,,,,,,,,163739.3282,163803.5187,166974.6834,178528.6971,181215.6617,181307.3868,185231.0193,189559.2943,192186.7947,197154.7647,205766.6077,227315.7367,268777.9605,301651.1931,308165.5631
Henry County,IA,19,87,,,,,,,,,,,102795.4206,102823.8344,103853.5389,107223.2977,110247.9001,109685.9526,117483.0906,120538.5978,123205.1814,128737.97,137789.4846,148949.1244,161187.8312,171189.9775,173068.2094
Clay County,KY,21,51,,,,,34546.45092,39666.39936,42384.97392,39926.17363,37597.20602,37372.2606,40589.57319,43467.78436,45107.07113,48971.55,47922.9464,48403.14458,51661.06787,52638.06681,54805.11267,57597.43486,52076.63709,64745.18743,78521.50146,92980.81963,96052.73188
Adams County,WI,55,1,,,,,,,,,,,100440.7971,99300.57958,97734.2284,98565.75178,102207.099,100900.8449,105465.2531,111002.8297,121163.5465,129230.9507,136797.2712,154759.9804,186461.0797,197143.9629,209700.3992
Willacy County,TX,48,489,,,,,,,,,,,,,,74769.65451,75262.57,78341.45276,82133.97584,84734.99607,88162.25132,96891.18402,110429.2291,121631.7186,138071.9927,109766.0902,100029.0564
Fulton County,IN,18,49,,,,,,,,,,,93636.69089,92856.60338,92776.3439,94421.1085,94049.94945,98623.61437,103022.2071,107467.0178,114080.8171,119642.8411,124730.5649,140617.9174,165468.4894,173165.3376,176837.2263
Greene County,VA,51,79,,,,,,,,240092.5431,235713.6347,221634.6766,209068.6886,200034.6442,197298.5207,201247.8098,211446.98,204083.2189,210654.5451,221464.1645,233491.2822,241623.6559,249345.8045,275860.0035,301736.5417,324391.174,340185.2299
Calhoun County,TX,48,57,,,,,,,,,,,118092.526,117558.2001,118098.5599,115477.3332,122836.8629,129031.7064,137802.8612,142363.2464,143346.7734,153874.7298,164078.7119,173625.0842,190900.8527,197618.2378,191338.092
Adams County,WA,53,1,,,,,,,,,,,140464.1641,135216.6333,131205.7045,132216.7044,133557.6792,133902.1118,142312.4704,147920.0042,160935.1709,173539.9259,192847.4937,223878.8115,261384.7949,283922.7854,293697.9922
Hempstead County,AR,5,57,,,,,,,,,,,,,,,,,,84939.37199,83816.65,85758.96519,87881.27828,97826.23672,109978.627,108890.1029,110142.1907
Breckinridge County,KY,21,27,53535.68279,54670.8619,58346.08292,59693.46101,62871.23521,67546.49,71122.81975,73290.35229,79220.02,76802.42542,71739.33585,68301.70081,68960.51576,73110.78808,78704.93287,81513.43,84565.09228,85973.09856,88455.10855,94901.51535,96358.36,111580.6346,126563.7314,139640.547,141066.7367
Carroll County,IN,18,15,89331.16767,93552.74724,97314.53542,99234.52454,101680.7634,104859.5461,107383.9717,109229.1703,110198.1558,109154.7172,105438.6634,104635.848,102933.7179,107036.606,111407.7116,114302.6425,117938.1319,126547.592,133209.0432,140048.3015,151617.1348,168885.1062,188229.5479,197580.8867,210859.3673
Lavaca County,TX,48,285,,,,,,,,,,,141240.9966,138120.81,138187.8608,145077.60,152865.7504,163140.2003,177297.8937,188148.5409,194890.8255,206668.3528,227229.0335,245530.9922,295335.3507,299638.4801,288331.1981
Bourbon County,KY,21,17,94566.64687,98232.49077,102117.2297,105103.0748,109739.7606,114718.0422,115635.769,118384.06,120380.0451,119249.2601,116670.4067,116086.3235,116058.0762,116150.5903,122413.0208,126421.1086,129058.1819,134768.2404,143791.0396,149211.3267,156393.6188,180977.2638,198228.872,210002.2227,223316.1994
Dukes County,MA,25,7,340266.4276,391944.606,447321.5727,506627.16,562462.3926,640932.7281,689118.0379,678541.2912,654762.263,638939.15,618957.8747,621550.41,619650.504,634405.6979,665023.1529,683770.103,722167.80,755676.2651,821265.4326,880891.6603,912721.7392,1031423.114,1286942.83,1441954.85,1507708.225
Labette County,KS,20,99,,,,,,,,,,,,,,,,,,58413.60172,56514.49024,58876.43732,62775.36454,72123.1803,78799.01878,87423.41067,82595.71942
Carbon County,UT,49,7,,,,,,,,,,,,,,,,,,133070.0938,134599.0773,140045.4217,158923.8477,173070.4089,216975.9954,242081.3137,251960.416
Monroe County,AL,1,99,,,,,,,,,,,,,,,,,,88742.1929,82899.99738,90554.38964,106993.8101,114428.1941,133236.8092,132925.2262,128374.5984
Richland Parish,LA,22,83,,,,,,,,,,,95607.91732,96113.09,,99047.77184,107338.2799,116987.6574,134257.5691,121187.3285,118958.2385,115680.3787,128261.5084,143838.5918,146898.7157,144885.6846,147304.562
Winneshiek County,IA,19,191,,,,,,,,,,,,,,,,169076.3932,186272.5078,186388.9896,187765.7178,191745.8931,198910.6534,218958.4504,247723.4418,273900.6696,281475.8164
Dodge County,GA,13,91,54960.15634,59263.36924,63535.31,66502.55351,70254.78404,,77727.24064,82588.18681,84158.7723,83823.12809,77646.61606,75307.42533,71433.98736,75327.55209,77262.30717,76674.16398,78580.18818,78577.31738,82460.61208,83759.23329,90056.5721,105100.2745,126024.8914,125055.565,125390.58
